Frequency 	VBuff
0.1	0.054288710648578
0.100184376572403	0.0544874695763388
0.10036909309201	0.0546869467627487
0.100554150185604	0.05488714474737
0.100739548481125	0.0550880660783013
0.100925288607668	0.0552897133122666
0.101111371195491	0.0554920890145945
0.10129779687601	0.0556951957592689
0.10148456628181	0.0558990361289489
0.101671680046638	0.056103612714994
0.101859138805412	0.0563089281174765
0.10204694319422	0.0565149849452528
0.102235093850323	0.0567217858159217
0.102423591412157	0.0569293333559325
0.102612436519334	0.0571376302005122
0.102801629812647	0.057346678993795
0.10299117193407	0.0575564823887819
0.103181063526759	0.0577670430473759
0.103371305235058	0.05797836364044
0.103561897704499	0.0581904468477684
0.103752841581801	0.0584032953581985
0.10394413751488	0.0586169118695418
0.104135786152843	0.0588312990886765
0.104327788145997	0.0590464597315475
0.104520144145844	0.0592623965231956
0.10471285480509	0.0594791121978114
0.104905920777644	0.0596966094987045
0.105099342718622	0.0599148911783865
0.105293121284344	0.0601339599985823
0.105487257132344	0.0603538187302305
0.105681750921366	0.060574470153558
0.10587660331137	0.0607959170580667
0.106071814963532	0.0610181622425776
0.106267386540246	0.0612412085152618
0.106463318705131	0.0614650586936533
0.106659612123026	0.0616897156046993
0.106856267459996	0.0619151820847713
0.107053285383336	0.0621414609796959
0.10725066656157	0.0623685551447565
0.107448411664456	0.0625964674447964
0.107646521362984	0.062825200754175
0.107844996329383	0.0630547579568018
0.108043837237123	0.0632851419462012
0.108243044760913	0.0635163556255241
0.108442619576707	0.0637484019075474
0.108642562361707	0.0639812837147616
0.108842873794359	0.0642150039793363
0.109043554554366	0.0644495656431851
0.109244605322679	0.0646849716579933
0.109446026781508	0.0649212249852202
0.109647819614319	0.0651583285961706
0.109849984505838	0.0653962854719777
0.110052522142054	0.0656350986036522
0.110255433210222	0.0658747709921296
0.110458718398863	0.0661153056482542
0.110662378397767	0.0663567055928536
0.110866413897996	0.0665989738567411
0.111070825591886	0.066842113480741
0.111275614173052	0.0670861275157368
0.111480780336384	0.0673310190226938
0.111686324778056	0.067576791072672
0.111892248195524	0.0678234467468763
0.112098551287531	0.068070989136672
0.112305234754108	0.0683194213436154
0.112512299296577	0.0685687464795038
0.112719745617551	0.0688189676663546
0.112927574420942	0.0690700880364984
0.113135786411956	0.0693221107325457
0.113344382297103	0.0695750389074815
0.113553362784194	0.0698288757246393
0.113762728582343	0.0700836243577383
0.113972480401975	0.0703392879909588
0.114182618954822	0.0705958698189013
0.114393144953931	0.0708533730466824
0.11460405911366	0.0711118008899299
0.114815362149688	0.0713711565747915
0.115027054779011	0.0716314433380287
0.115239137719949	0.0718926644269852
0.115451611692143	0.0721548230996468
0.115664477416565	0.0724179226246512
0.115877735615513	0.0726819662813502
0.116091387012618	0.0729469573598135
0.116305432332847	0.0732128991608564
0.1165198723025	0.0734797949960916
0.116734707649219	0.0737476481879312
0.116949939101987	0.0740164620696471
0.11716556739113	0.0742862399853724
0.117381593248322	0.0745569852901596
0.117598017406585	0.0748287013499803
0.117814840600293	0.0751013915417853
0.118032063565173	0.0753750592535082
0.11824968703831	0.0756497078841113
0.118467711758149	0.0759253408436262
0.118686138464492	0.0762019615531553
0.11890496789851	0.0764795734449143
0.119124200802738	0.0767581799622855
0.11934383792108	0.0770377845598119
0.119563879998812	0.0773183907032604
0.119784327782586	0.0776000018696156
0.120005182020427	0.0778826215471506
0.120226443461741	0.078166253235444
0.120448112857318	0.0784509004453717
0.120670190959328	0.0787365666992082
0.12089267852133	0.0790232555305974
0.121115576298273	0.079310970484619
0.121338885046498	0.0795997151178115
0.121562605523738	0.0798894929981785
0.121786738489126	0.0801803077052524
0.122011284703193	0.0804721628301212
0.122236244927873	0.0807650619754367
0.122461619926505	0.0810590087554706
0.122687410463834	0.0813540067961195
0.122913617306017	0.0816500597349637
0.123140241220622	0.0819471712212949
0.123367282976633	0.0822453449161135
0.123594743344451	0.0825445844922194
0.123822623095899	0.0828448936341771
0.124050923004223	0.0831462760383847
0.124279643844092	0.0834487354131176
0.124508786391605	0.0837522754785288
0.124738351424294	0.0840568999666904
0.124968339721122	0.0843626126216301
0.125198752062488	0.0846694171993609
0.125429589230232	0.0849773174679202
0.125660852007633	0.0852863172073967
0.125892541179417	0.0855964202099162
0.126124657531754	0.0859076302797658
0.126357201852265	0.0862199512333567
0.126590174930024	0.086533386899278
0.126823577555559	0.0868479411183197
0.127057410520854	0.0871636177434963
0.127291674619356	0.0874804206401218
0.127526370645973	0.0877983536857922
0.12776149939708	0.0881174207704396
0.127997061670518	0.0884376257963553
0.128233058265602	0.0887589726782372
0.128469489983119	0.0890814653432117
0.128706357625333	0.0894051077308576
0.128943661995987	0.0897299037932489
0.129181403900306	0.0900558574949864
0.129419584144999	0.0903829728132176
0.129658203538263	0.0907112537376965
0.129897262889785	0.0910407042707825
0.130136763010746	0.0913713284274909
0.130376704713821	0.0917031302355197
0.130617088813184	0.092036113735291
0.13085791612451	0.092370282979966
0.131099187464978	0.0927056420354921
0.131340903653273	0.0930421949806252
0.131583065509592	0.0933799459069656
0.131825673855641	0.093718898919001
0.132068729514642	0.0940590581341191
0.132312233311337	0.0944004276826493
0.132556186071986	0.0947430117078877
0.132800588624373	0.0950868143661527
0.133045441797809	0.0954318398267965
0.133290746423134	0.095778092272233
0.133536503332719	0.0961255758979829
0.13378271336047	0.0964742949127025
0.134029377341831	0.0968242535382214
0.134276496113786	0.0971754560095502
0.134524070514863	0.0975279065749712
0.134772101385135	0.0978816094959759
0.135020589566224	0.0982365690473951
0.135269535901304	0.0985927895173691
0.135518941235104	0.0989502752074051
0.135768806413909	0.099309030432414
0.136019132285567	0.0996690595207105
0.136269919699487	0.100030366814091
0.136521169506645	0.100392956667825
0.136772882559585	0.100756833450709
0.137025059712425	0.101122001545116
0.137277701820855	0.101488465346979
0.137530809742145	0.101856229265859
0.137784384335145	0.102225297724983
0.138038426460288	0.102595675161252
0.138292936979594	0.102967366025292
0.138547916756672	0.103340374781471
0.138803366656723	0.103714705907945
0.139059287546545	0.10409036389669
0.13931568029453	0.104467353253515
0.139572545770677	0.104845678498126
0.139829884846584	0.105225344164136
0.140087698395458	0.105606354799091
0.140345987292118	0.105988714964541
0.140604752412991	0.106372429236024
0.140863994636126	0.10675750220312
0.141123714841185	0.1071439384695
0.141383913909456	0.107531742652928
0.141644592723851	0.107920919385312
0.141905752168909	0.108311473312734
0.1421673931308	0.108703409095472
0.142429516497329	0.109096731408055
0.142692123157936	0.109491444939281
0.142955214003704	0.109887554392218
0.143218789927354	0.11028506448431
0.143482851823259	0.110683979947343
0.143747400587436	0.11108430552751
0.144012437117557	0.111486045985428
0.144277962312948	0.111889206096186
0.144543977074593	0.112293790649352
0.144810482305137	0.11269980444904
0.145077478908891	0.113107252313907
0.145344967791831	0.113516139077227
0.145612949861606	0.11392646958687
0.145881426027535	0.114338248705374
0.146150397200616	0.114751481309976
0.146419864293528	0.11516617229261
0.146689828220629	0.115582326559978
0.146960289897965	0.115999949033572
0.147231250243272	0.116419044649677
0.147502710175976	0.11683961835946
0.147774670617199	0.117261675128937
0.148047132489763	0.117685219939054
0.148320096718187	0.118110257785703
0.148593564228701	0.118536793679747
0.148867535949236	0.118964832647046
0.14914201280944	0.119394379728529
0.14941699574067	0.11982543998017
0.149692485676004	0.120258018473054
0.149968483550237	0.120692120293407
0.150244990299891	0.121127750542626
0.150522006863213	0.121564914337288
0.150799534180179	0.122003616809215
0.151077573192499	0.122443863105494
0.151356124843621	0.122885658388493
0.151635190078729	0.123329007835913
0.151914769844752	0.12377391664081
0.152194865090365	0.124220390011632
0.152475476765992	0.124668433172235
0.152756605823807	0.125118051361933
0.153038253217744	0.125569249835528
0.153320419903491	0.126022033863311
0.153603106838503	0.126476408731153
0.153886314981995	0.126932379740477
0.154170045294956	0.12738995220831
0.154454298740142	0.127849131467324
0.154739076282088	0.128309922865871
0.155024378887104	0.128772331767962
0.155310207523285	0.129236363553393
0.155596563160507	0.129702023617682
0.155883446770439	0.130169317372144
0.156170859326537	0.130638250243928
0.156458801804055	0.131108827676032
0.156747275180044	0.131581055127333
0.157036280433355	0.132054938072623
0.157325818544647	0.132530482002634
0.157615890496384	0.133007692424089
0.157906497272843	0.133486574859692
0.158197639860115	0.133967134848205
0.158489319246111	0.134449377944433
0.158781536420562	0.134933309719303
0.159074292375022	0.135418935759835
0.159367588102877	0.135906261669235
0.159661424599342	0.136395293066884
0.159955802861467	0.136886035588361
0.160250723888142	0.137378494885509
0.160546188680097	0.137872676626437
0.160842198239909	0.138368586495568
0.161138753572	0.138866230193633
0.161435855682649	0.139365613437752
0.161733505579985	0.139866741961429
0.162031704274	0.140369621514586
0.162330452776546	0.140874257863593
0.162629752101341	0.141380656791308
0.162929603263972	0.141888824097081
0.1632300072819	0.142398765596819
0.163530965174458	0.142910487122977
0.163832477962864	0.143423994524612
0.164134546670214	0.143939293667409
0.164437172321493	0.144456390433694
0.164740355943575	0.14497529072248
0.165044098565228	0.145496000449487
0.165348401217115	0.146018525547161
0.165653264931802	0.146542871964732
0.165958690743756	0.147069045668199
0.166264679689354	0.147597052640403
0.166571232806881	0.14812689888101
0.166878351136539	0.148658590406581
0.167186035720447	0.149192133250572
0.167494287602644	0.149727533463359
0.167803107829096	0.150264797112294
0.168112497447696	0.150803930281701
0.16842245750827	0.151344939072926
0.16873298906258	0.151887829604338
0.169044093164326	0.152432608011381
0.169355770869152	0.1529792804466
0.169668023234646	0.153527853079634
0.16998085132035	0.154078332097287
0.170294256187755	0.154630723703537
0.170608238900312	0.155185034119547
0.170922800523433	0.155741269583699
0.171237942124493	0.156299436351643
0.171553664772835	0.156859540696292
0.171869969539774	0.157421588907869
0.172186857498601	0.157985587293909
0.172504329724584	0.158551542179303
0.172822387294977	0.159119459906335
0.173141031289015	0.159689346834669
0.173460262787929	0.16026120934141
0.173780082874938	0.160835053821115
0.174100492635261	0.161410886685807
0.174421493156118	0.161988714365021
0.174743085526732	0.162568543305814
0.175065270838337	0.163150379972774
0.175388050184176	0.163734230848096
0.175711424659509	0.164320102431553
0.176035395361616	0.164908001240539
0.1763599633898	0.165497933810103
0.176685129845388	0.166089906692951
0.177010895831742	0.16668392645948
0.177337262454256	0.167279999697808
0.177664230820362	0.167878133013788
0.177991802039534	0.168478333031032
0.178319977223292	0.169080606390937
0.178648757485205	0.169684959752703
0.178978143940896	0.170291399793351
0.179308137708044	0.170899933207773
0.179638739906389	0.171510566708698
0.179969951657736	0.172123307026774
0.180301774085957	0.172738160910558
0.180634208316998	0.173355135126534
0.180967255478879	0.173974236459156
0.181300916701702	0.17459547171084
0.181635193117651	0.175218847702008
0.181970085860998	0.175844371271092
0.182305596068107	0.176472049274596
0.182641724877435	0.177101888587032
0.182978473429541	0.177733896101036
0.183315842867085	0.17836807872731
0.183653834334835	0.179004443394694
0.183992448979667	0.17964299705016
0.184331687950575	0.180283746658827
0.184671552398671	0.180926699204011
0.185012043477186	0.181571861687207
0.185353162341481	0.182219241128116
0.185694910149046	0.182868844564699
0.186037288059505	0.183520679053122
0.18638029723462	0.184174751667861
0.186723938838295	0.184831069501656
0.18706821403658	0.185489639665533
0.187413123997675	0.186150469288869
0.187758669891935	0.186813565519357
0.18810485289187	0.187478935523051
0.188451674172155	0.18814658648436
0.188799134909629	0.188816525606094
0.189147236283301	0.189488760109448
0.189495979474355	0.190163297234052
0.18984536566615	0.190840144237952
0.190195396044231	0.19151930839765
0.190546071796325	0.192200797008114
0.190897394112351	0.192884617382763
0.191249364184421	0.193570776853547
0.191601983206846	0.194259282770891
0.191955252376138	0.194950142503737
0.192309172891016	0.19564336343959
0.192663745952408	0.196338952984479
0.193018972763458	0.197036918562989
0.193374854529526	0.197737267618295
0.193731392458196	0.198440007612129
0.194088587759278	0.199145146024862
0.194446441644813	0.199852690355429
0.194804955329077	0.200562648121419
0.195164130028583	0.201275026859035
0.195523966962089	0.201989834123128
0.195884467350599	0.20270707748721
0.196245632417369	0.203426764543459
0.19660746338791	0.204148902902709
0.196969961489992	0.204873500194505
0.19733312795365	0.205600564067073
0.197696964011186	0.206330102187342
0.198061470897174	0.207062122240957
0.198426649848464	0.207796631932299
0.198792502104188	0.20853363898445
0.199159028905761	0.209273151139266
0.199526231496888	0.210015176157324
0.199894111123566	0.210759721817969
0.20026266903409	0.211506795919299
0.200631906479057	0.212256406278201
0.201001824711369	0.213008560730297
0.201372424986239	0.213763267130033
0.201743708561193	0.214520533350625
0.202115676696075	0.215280367284074
0.202488330653056	0.21604277684119
0.202861671696629	0.216807769951603
0.203235701093622	0.217575354563702
0.203610420113197	0.218345538644735
0.203985830026856	0.219118330180742
0.204361932108447	0.219893737176606
0.204738727634164	0.220671767656005
0.205116217882557	0.221452429661457
0.20549440413453	0.222235731254303
0.205873287673353	0.223021680514716
0.206252869784657	0.223810285541706
0.206633151756448	0.224601554453119
0.207014134879104	0.225395495385613
0.207395820445383	0.226192116494715
0.207778209750427	0.226991425954759
0.208161304091764	0.22779343195892
0.208545104769317	0.228598142719224
0.208929613085404	0.229405566466515
0.209314830344745	0.230215711450476
0.209700757854465	0.231028585939611
0.210087396924099	0.231844198221269
0.210474748865598	0.232662556601613
0.210862814993329	0.23348366940564
0.211251596624085	0.234307544977149
0.211641095077086	0.235134191678783
0.212031311673985	0.235963617891968
0.21242224773887	0.23679583201697
0.212813904598271	0.237630842472819
0.213206283581166	0.238468657697377
0.21359938601898	0.239309286147284
0.213993213245594	0.240152736297969
0.214387766597351	0.240999016643636
0.214783047413053	0.241848135697269
0.215179057033975	0.242700101990612
0.215575796803863	0.243554924074164
0.215973268068939	0.244412610517184
0.216371472177911	0.245273169907646
0.21677041048197	0.246136610852279
0.217170084334799	0.247002941976539
0.21757049509258	0.247872171924551
0.217971644113991	0.24874430935919
0.218373532760218	0.249619362961993
0.218776162394955	0.250497341433176
0.219179534384413	0.251378253491624
0.219583650097319	0.252262107874889
0.219988510904925	0.253148913339137
0.220394118181011	0.254038678659168
0.22080047330189	0.25493141262842
0.221207577646413	0.255827124058904
0.221615432595972	0.256725821781213
0.222024039534508	0.257627514644538
0.222433399848511	0.25853221151658
0.22284351492703	0.259439921283608
0.223254386161674	0.260350652850391
0.223666014946618	0.261264415140246
0.224078402678606	0.262181217094889
0.224491550756959	0.26310106767458
0.224905460583578	0.264023975857983
0.225320133562948	0.26494995064222
0.225735571102145	0.265879001042797
0.226151774610836	0.266811136093613
0.226568745501291	0.267746364846938
0.226986485188382	0.268684696373372
0.22740499508959	0.269626139761859
0.227824276625008	0.270570704119637
0.22824433121735	0.271518398572225
0.228665160291952	0.272469232263364
0.229086765276777	0.27342321435506
0.229509147602423	0.274380354027513
0.229932308702122	0.275340660479105
0.230356250011754	0.276304142926354
0.23078097296984	0.277270810603935
0.231206479017559	0.278240672764582
0.231632769598745	0.279213738679142
0.232059846159892	0.280190017636475
0.232487710150164	0.281169518943486
0.232916363021397	0.282152251925035
0.2333458062281	0.283138225923952
0.233776041227469	0.284127450300999
0.234207069479383	0.285119934434819
0.234638892446413	0.286115687721917
0.235071511593829	0.287114719576654
0.235504928389601	0.288117039431159
0.235939144304405	0.289122656735334
0.236374160811629	0.290131580956816
0.236809979387379	0.291143821580922
0.237246601510481	0.292159388110649
0.237684028662488	0.293178290066615
0.238122262327684	0.294200536986997
0.238561303993091	0.295226138427561
0.239001155148473	0.296255103961557
0.239441817286338	0.297287443179718
0.239883291901949	0.298323165690231
0.240325580493324	0.299362281118627
0.240768684561245	0.300404799107842
0.241212605609257	0.301450729318092
0.241657345143683	0.302500081426885
0.242102904673618	0.30355286512895
0.242549285710942	0.304609090136185
0.242996489770323	0.305668766177668
0.24344451836922	0.306731902999542
0.243893373027891	0.307798510365007
0.244343055269397	0.308868598054276
0.244793566619607	0.309942175864532
0.245244908607202	0.311019253609845
