Frequency 	Vafe
0.1	-86.9708074290435
0.100184376572403	-86.9653547727186
0.10036909309201	-86.9598927861368
0.100554150185604	-86.954421455996
0.100739548481125	-86.9489407689948
0.100925288607668	-86.9434507118473
0.101111371195491	-86.9379512712403
0.10129779687601	-86.9324424338421
0.10148456628181	-86.9269241863689
0.101671680046638	-86.9213965154944
0.101859138805412	-86.9158594079083
0.10204694319422	-86.9103128502663
0.102235093850323	-86.9047568292691
0.102423591412157	-86.89919133157
0.102612436519334	-86.8936163438562
0.102801629812647	-86.8880318527835
0.10299117193407	-86.8824378450012
0.103181063526759	-86.8768343072052
0.103371305235058	-86.8712212260269
0.103561897704499	-86.8655985881437
0.103752841581801	-86.859966380199
0.10394413751488	-86.8543245888496
0.104135786152843	-86.8486732007388
0.104327788145997	-86.8430122025292
0.104520144145844	-86.8373415808714
0.10471285480509	-86.8316613224036
0.104905920777644	-86.8259714137584
0.105099342718622	-86.8202718416082
0.105293121284344	-86.814562592583
0.105487257132344	-86.8088436533129
0.105681750921366	-86.8031150104564
0.10587660331137	-86.7973766506499
0.106071814963532	-86.7916285605263
0.106267386540246	-86.7858707267367
0.106463318705131	-86.7801031359045
0.106659612123026	-86.77432577468
0.106856267459996	-86.7685386296868
0.107053285383336	-86.7627416875861
0.10725066656157	-86.7569349349929
0.107448411664456	-86.7511183585537
0.107646521362984	-86.745291944914
0.107844996329383	-86.7394556807024
0.108043837237123	-86.73360955257
0.108243044760913	-86.7277535471493
0.108442619576707	-86.7218876510687
0.108642562361707	-86.716011851
0.108842873794359	-86.7101261335562
0.109043554554366	-86.7042304854115
0.109244605322679	-86.6983248931887
0.109446026781508	-86.6924093435518
0.109647819614319	-86.6864838231281
0.109849984505838	-86.680548318581
0.110052522142054	-86.6746028165716
0.110255433210222	-86.6686473037338
0.110458718398863	-86.6626817667396
0.110662378397767	-86.6567061922535
0.110866413897996	-86.6507205669234
0.111070825591886	-86.6447248774161
0.111275614173052	-86.6387191104008
0.111480780336384	-86.6327032525442
0.111686324778056	-86.6266772905311
0.111892248195524	-86.6206412110162
0.112098551287531	-86.6145950006979
0.112305234754108	-86.6085386462469
0.112512299296577	-86.6024721343689
0.112719745617551	-86.5963954517229
0.112927574420942	-86.5903085850305
0.113135786411956	-86.5842115209846
0.113344382297103	-86.5781042462761
0.113553362784194	-86.5719867476183
0.113762728582343	-86.565859011717
0.113972480401975	-86.5597210253051
0.114182618954822	-86.5535727750811
0.114393144953931	-86.547414247783
0.11460405911366	-86.5412454301526
0.114815362149688	-86.5350663089106
0.115027054779011	-86.5288768707941
